id,status,changetime,description,reporter,story_priority,resolution,time,remaining_time,summary,keywords,drp_resources,milestone,owner,rd_points,sprint,type
245,closed,2016-02-27 01:40:24.050240+00:00,,po,,,2016-02-27 01:27:48.204376+00:00,,Criar webservice para excluir,,,milestone1,Everton,,SPRINT 3,task
246,closed,2016-02-27 01:40:24.305491+00:00,,po,,,2016-02-27 01:27:57.881219+00:00,,Criar webservice para listar todos,,,milestone1,Everton,,SPRINT 3,task
247,closed,2016-02-27 01:40:24.480356+00:00,,po,,,2016-02-27 01:28:05.861403+00:00,,Criar webservice para listar por id,,,milestone1,Everton,,SPRINT 3,task
248,closed,2016-02-27 01:40:28.596230+00:00,,po,,,2016-02-27 01:28:15.165285+00:00,,Criar webservice para contar registros,,,milestone1,Everton,,SPRINT 3,task
249,closed,2016-02-27 01:40:28.751571+00:00,,po,,,2016-02-27 01:28:23.869570+00:00,,Criar webservice para pesquisar por intervalo,,,milestone1,Everton,,SPRINT 3,task
250,closed,2016-02-27 01:40:35.694478+00:00,Desenvolver as operações CRUD da classe trecho,po,Linear,,2016-02-27 01:29:15.859327+00:00,,Como desenvolvedor desejo implementar o Webservice RestFul: Classe Trecho,trecho,,milestone1,Jacqueline,3,SPRINT 3,story
251,closed,2016-02-27 01:40:59.623844+00:00,,po,,,2016-02-27 01:29:25.336701+00:00,,Criar webservice para inserir,,,milestone1,Jacqueline,,SPRINT 3,task
252,closed,2016-02-27 01:40:45.721338+00:00,,po,,,2016-02-27 01:29:34.433396+00:00,,Criar webservice para alterar,,,milestone1,Jacqueline,,SPRINT 3,task
253,closed,2016-02-27 01:40:44.930296+00:00,,po,,,2016-02-27 01:29:44.527646+00:00,,Criar webservice para excluir,,,milestone1,Jacqueline,,SPRINT 3,task
254,closed,2016-02-27 01:40:44.390478+00:00,,po,,,2016-02-27 01:29:54.776463+00:00,,Criar webservice para listar todos,,,milestone1,Jacqueline,,SPRINT 3,task
255,closed,2016-02-27 01:40:44.388741+00:00,,po,,,2016-02-27 01:30:04.696689+00:00,,Criar webservice para listar por id,,,milestone1,Jacqueline,,SPRINT 3,task
256,closed,2016-02-27 01:40:44.378604+00:00,,po,,,2016-02-27 01:30:15.646398+00:00,,Criar webservice para contar registros,,,milestone1,Jacqueline,,SPRINT 3,task
257,closed,2016-02-27 01:40:44.047275+00:00,,po,,,2016-02-27 01:30:24.468039+00:00,,Criar webservice para pesquisar por intervalo,,,milestone1,Jacqueline,,SPRINT 3,task
258,closed,2016-02-27 01:40:44.053025+00:00,Desenvolver as operações CRUD da classe Usuário,po,Linear,,2016-02-27 01:31:23.259485+00:00,,Como desenvolvedor desejo implementar o Webservice RestFul: Classe Usuário,,,milestone1,Paul,3,SPRINT 3,story
259,closed,2016-02-27 01:40:43.782748+00:00,,po,,,2016-02-27 01:31:28.780183+00:00,,Criar webservice para inserir,,,milestone1,Paul,,SPRINT 3,task
260,closed,2016-02-27 01:40:39.751470+00:00,,po,,,2016-02-27 01:31:36.981085+00:00,,Criar webservice para alterar,,,milestone1,Paul,,SPRINT 3,task
261,closed,2016-02-27 01:40:39.226525+00:00,,po,,,2016-02-27 01:31:47.021353+00:00,,Criar webservice para excluir,,,milestone1,Paul,,SPRINT 3,task
262,closed,2016-02-27 01:40:39.400988+00:00,,po,,,2016-02-27 01:31:58.623140+00:00,,Criar webservice para listar todos,,,milestone1,Paul,,SPRINT 3,task
263,closed,2016-02-27 01:40:38.964896+00:00,,po,,,2016-02-27 01:32:07.303307+00:00,,Criar webservice para listar por id,,,milestone1,Paul,,SPRINT 3,task
264,closed,2016-02-27 01:40:36.787572+00:00,,po,,,2016-02-27 01:32:24.619467+00:00,,Criar webservice para contar registros,,,milestone1,Paul,,SPRINT 3,task
265,closed,2016-02-27 01:40:36.527458+00:00,,po,,,2016-02-27 01:32:46.073293+00:00,,Criar webservice para pesquisar por intervalo,,,milestone1,Paul,,SPRINT 3,task
